,Name,Material,Color,Price,URL,Image,Brand_name,Description,Category
72,Unisex Classic T-shirt,{'Organic Cotton': '100%'},white,"('AUD', '75')",https://abch.world/products/white-organic-cotton-classic-tshirt,https://cdn.shopify.com/s/files/1/1637/8509/products/ABCH_A15_white_Classic_W_Tshirt_34.jpg?v=1601519144,portrait-large,"[""The new classic. A standard fit with relaxed, vintage style neck rib in optic white. If you'd rather wear your heart on your sleeve (or the A.BCH logo on your chest) check out the A.15 Fan Tee.""]",['t-shirt']
73,Unisex Classic T-shirt,{'Organic Cotton': '100%'},white,"('AUD', '75')",https://abch.world/products/organic-cotton-white-classic-tshirt,https://cdn.shopify.com/s/files/1/1637/8509/products/ABCH_A15_white_Classic_Tshirt_front-close.jpg?v=1601519222,A.BCH,"[""The new classic. A standard fit with relaxed, vintage style neck rib in optic white. If you'd rather wear your heart on your sleeve (or the A.BCH logo on your chest) check out the A.15 Fan Tee.""]",['t-shirt']
74,Unisex Classic T-shirt,{'Organic Cotton': '100%'},grey marle,"('AUD', '75')",https://abch.world/products/unisex-grey-organic-cotton-classic-tshirt,https://cdn.shopify.com/s/files/1/1637/8509/products/A15_Grey_Classic_Tee_Side_Unisexjpg.jpg?v=1601519539,A.BCH,"[""The new classic. A standard fit with relaxed, vintage style neck rib in grey marle. If you'd rather wear your heart on your sleeve (or the A.BCH logo on your chest) check out the A.15 Fan Tee.""]",['t-shirt']
75,Unisex Classic T-shirt,{'Organic Cotton': '100%'},grey marle,"('AUD', '75')",https://abch.world/products/classic-unisex-tshirt-grey-marle,https://cdn.shopify.com/s/files/1/1637/8509/products/A15_Grey_Classic_Tee_Hero.jpg?v=1601519589,A.BCH,"[""The new classic. A standard fit with relaxed, vintage style neck rib in grey marle. If you'd rather wear your heart on your sleeve (or the A.BCH logo on your chest) check out the A.15 Fan Tee.""]",['t-shirt']
76,Sleeveless Skivvy,{'Organic Cotton': '100%'},black,"('AUD', '80')",https://abch.world/products/oragnic-cotton-sleeveless-skivvy-black,https://cdn.shopify.com/s/files/1/1637/8509/products/A14-NS-Black-Skivvy_A22-Tencel-Skirt-Front-CROPPED.jpg?v=1601520743,A.BCH,"['The A.14 is a fan favourite for its timeless appeal and flattering cut. This sleeveless skivvy has a relaxed fit and raw hem. Made from our signature organic, softly structured rib in black.']",['skivvy']
77,Long Sleeve Skivvy,{'Organic Cotton': '100%'},black,"('AUD', '90')",https://abch.world/products/organic-cotton-long-sleeve-skivvy-black,https://cdn.shopify.com/s/files/1/1637/8509/products/A14_LS_Black_Rib_Skivvy_front2.jpg?v=1601520703,A.BCH,"['Drama club sans the drama. The A.14 is a fan favourite for its timeless appeal and flattering cut. The long sleeve skivvy is cosy with a relaxed fit and raw hems - perfect for layering. Made from our signature organic, softly structured rib in black.']",['skivvy']
78,Sleeveless Skivvy,{'Organic Cotton': '100%'},grey marle,"('AUD', '80')",https://abch.world/products/organic-cotton-sleeveless-skivvy-grey-marle,https://cdn.shopify.com/s/files/1/1637/8509/products/A14-NS-Grey_A25-Skirt-Side-CROPPED.jpg?v=1601520792,A.BCH,"[' sleeveless skivvy has a relaxed fit and raw hem. Made from our signature organic, softly structured rib in grey marle.']",['skivvy']
79,Short Sleeve Skivvy,{'Organic Cotton': '100%'},black,"('AUD', '85')",https://abch.world/products/organic-cotton-short-sleeve-skivvy-black,https://cdn.shopify.com/s/files/1/1637/8509/products/A14_SS_Black_Rib_Skivvy_full_2bda772d-a75f-4ae0-8d47-8c9f89c664e1.jpg?v=1601520542,portrait-large,"['The A.14 is a fan favourite for its timeless appeal and flattering cut. The short sleeve skivvy is like an elevated tee with a relaxed fit and raw hems. Made from our signature organic, softly structured rib in black.']",['skivvy']
80,Long Sleeve Skivvy,{'Organic Cotton': '100%'},grey marle,"('AUD', '90')",https://abch.world/products/organic-cotton-long-sleeve-skivvy-grey-marle,https://cdn.shopify.com/s/files/1/1637/8509/products/A14_LS_Grey_Rib_Skivvy_side.jpg?v=1601520596,portrait-large,"['Drama club sans the drama. The A.14 is a fan favourite for its timeless appeal and flattering cut. The long sleeve skivvy is cosy with a relaxed fit and raw hems - perfect for layering. Made from our signature organic, softly structured rib in a cushy grey marle.']",['skivvy']
81,Short Sleeve Skivvy,{'Organic Cotton': '100%'},grey marle,"('AUD', '85')",https://abch.world/products/organic-cotton-short-sleeve-skivvy-grey-marle,https://cdn.shopify.com/s/files/1/1637/8509/products/A14_SS_Grey_Rib_Skivvy_side.jpg?v=1601520656,A.BCH,"['The A.14 is a fan favourite for its timeless appeal and flattering cut. The short sleeve skivvy is like an elevated tee with a relaxed fit and raw hems. Made from our signature organic, softly structured rib in a cushy grey marle.']",['skivvy']
82,Short Linen Dress,{'Organic Linen': '100%'},black,"('AUD', '295')",https://abch.world/products/black-organic-linen-button-up-dress,https://cdn.shopify.com/s/files/1/1637/8509/products/ABCH_A12_Black_Dress_Detail_front.jpg?v=1601549213,A.BCH,"['A modern summer dress, breezy and light with plenty of coverage, the A.12 is a versatile wardrobe staple. The belt and slim belt loops allow for multiple styling options. This LBD is finished with our beautiful tonal corozo buttons, back pleats in the skirt and pockets.']",['dress']
83,Long Linen Dress,{'Organic Linen': '100%'},white,"('AUD', '315')",https://abch.world/products/white-organic-linen-long-button-up-dress,https://cdn.shopify.com/s/files/1/1637/8509/products/A12-Long-White-Linen-Dress-Front-2.jpg?v=1601549356,portrait-large,"['A modern summer dress, breezy and light with plenty of coverage, the A.12 is a versatile wardrobe staple. The extra long belt and slim belt loops provide multiple styling options. Finished with our beautiful tonal corozo buttons, side splits and pockets.']",['dress']
84,Hemp Throw Scarf,{'Hemp': '100%'},burnt henna,"('AUD', '195')",https://abch.world/products/hemp-overseized-throw-scarf-burnt-henna,https://cdn.shopify.com/s/files/1/1637/8509/products/A11-Hemp-Throw-Scarf-Burnt-Henna-Front.jpg?v=1601549455,A.BCH,"['Throw it around your neck or over your sofa for a pop of colour. Featuring a hand frayed hem, made with responsibly laundered hemp for a softened feel that will continue to relax as you do. Also available in a narrower width, the A.11 Mini.']",['scarf']
85,Mini Hemp Throw Scarf,{'Hemp': '100%'},stonewash blue,"('AUD', '145')",https://abch.world/products/hemp-mini-throw-scarf-stonewash-blue,https://cdn.shopify.com/s/files/1/1637/8509/products/A11-Mini-Hemp-Throw-Scarf-Blue-Front.jpg?v=1607051136,A.BCH,"['Throw it around your neck or over your sofa for a pop of colour. Featuring a hand frayed hem, made with responsibly laundered hemp for a softened feel that will continue to soften with wear. Also available in a wider, oversized (OS) version here.']",['scarf']
86,Hemp Throw Scarf,{'Hemp': '100%'},stonewash blue,"('AUD', '195')",https://abch.world/products/hemp-oversized-throw-scarf-stonewash-blue,https://cdn.shopify.com/s/files/1/1637/8509/products/ABCH_Lookbook_A11_M_2.jpg?v=1601549666,A.BCH,"['Throw it around your neck or over your sofa for a pop of colour. Featuring a hand frayed hem, made with responsibly laundered hemp for a softened feel that will continue to relax as you do. Also available in a narrower width, the A.11 Mini.']",['scarf']
87,Palazzo Trousers,{'Organic Linen': '100%'},black,"('AUD', '275')",https://abch.world/products/unisex-organic-linen-palazzo-trousers-black,https://cdn.shopify.com/s/files/1/1637/8509/products/ABCH_Lookbook_A10_M_3_9e447ef8-bec6-4b73-b6d0-4c10890b5df6.jpg?v=1601549829,A.BCH,"[""A crowd favourite, the A.10 compliments many shapes and sizes. Constructed from organic medium-weight linen, these palazzo style trousers with their elastic waist are basically the perfect brunch pant. Featuring a long, detached belt allowing for a variety of styling options. Pull 'em up high and cinch the belts below for a paper bag look, or wrap the belts around for a more tailored style. Leave them loose or freestyle without. The pockets on these guys are almost as deep as our love for them.""]",['trousers']
88,Palazzo Trousers,{'Organic Linen': '100%'},black,"('AUD', '275')",https://abch.world/products/organic-linen-palazzo-trousers-in-black,https://cdn.shopify.com/s/files/1/1637/8509/products/A10-Black-Trousers-FrontSML_7d6de8e5-a5e2-4971-8611-3b116ca739b2.jpg?v=1601549905,A.BCH,"[""A crowd favourite, the A.10 compliments many shapes and sizes. Constructed from organic medium-weight linen, these palazzo style trousers with their elastic waist are basically the perfect brunch pant. Featuring a long, detached belt allowing for a variety of styling options, which can be selected as our default flat linen or in our new doubled organic cotton cord. Pull 'em up high and cinch the belts below for a paper bag look, or wrap the belts around for a more tailored style. Leave them loose or freestyle without. The pockets on these guys are almost as deep as our love for them.""]",['trousers']
89,Signature Sweater,{'Organic Cotton': '100%'},black,"('AUD', '115')",https://abch.world/products/unisex-black-organic-cotton-sweatshirt-pullover,https://cdn.shopify.com/s/files/1/1637/8509/products/ABCH_Shoot2042.jpg?v=1601550454,A.BCH,"['Our signature pullover, constructed from organic french terry. The cut is relaxed through the neckline and width, coupled with a raw, wrist-bone length sleeve, perfect for layering.']",['sweater']
90,Signature Sweater,{'Organic Cotton': '100%'},black,"('AUD', '115')",https://abch.world/products/unisex-grey-organic-cotton-sweatshirt-pullover,https://cdn.shopify.com/s/files/1/1637/8509/products/ABCH_Shoot2057.jpg?v=1601550306,portrait-large,"['Our signature pullover, constructed with organic yarn-dyed french terry. The cut is relaxed through the neckline and width, coupled with a raw, wrist-bone length sleeve, perfect for layering.']",['sweater']
91,Signature Sweater,{'Organic Cotton': '100%'},grey marle,"('AUD', '115')",https://abch.world/products/unisex-organic-cotton-signature-sweater-grey-marle,https://cdn.shopify.com/s/files/1/1637/8509/products/A09-Grey-Sweater_A32-Jogger-OC-Terry-Side-CroppedSML.jpg?v=1601550521,A.BCH,"['Our signature pullover sweatshirt constructed from GOTS organic yarn-dyed french terry. The cut is relaxed through the neckline and width, coupled with a raw, wrist-bone length sleeve, perfect for layering.']",['sweater']
92,Signature Sweater,{'Organic Cotton': '100%'},black,"('AUD', '115')",https://abch.world/products/unisex-organic-cotton-signature-sweater-black,https://cdn.shopify.com/s/files/1/1637/8509/products/ABCH_Shoot2048_c8ab89f6-2aac-432a-b4e8-7280eca5d2d8.jpg?v=1603782497,A.BCH,"['Our signature pullover sweatshirt constructed from GOTS organic french terry. The cut is relaxed through the neckline and width, coupled with a raw, wrist-bone length sleeve, perfect for layering.']",['sweater']
93,Offcut T-shirt,{'Organic Cotton': '100%'},grey marle,"('AUD', '55')",https://abch.world/products/organic-cotton-zero-waste-t-shirt-grey-marle,https://cdn.shopify.com/s/files/1/1637/8509/products/ABCH_Lookbook_A08_4.jpg?v=1601550833,A.BCH,"[""Off-cuts that are on point, this tee is made from the negative space left over from our t-shirt dress. Featuring a centre front + back seam, a super relaxed fit with raw hem that's cropped in the front and a little longer at the back.""]",['t-shirt']
94,Offcut T-shirt,{'Organic Cotton': '100%'},black,"('AUD', '55')",https://abch.world/products/organic-cotton-zero-waste-t-shirt-black,https://cdn.shopify.com/s/files/1/1637/8509/products/ABCH_Shoot2025.jpg?v=1601550904,A.BCH,"[""Off-cuts that are on point, this tee is made from the negative space left over from our t-shirt dress. Featuring a centre front + back seam, a super relaxed fit with raw hem that's cropped at the front and a little longer at the back.""]",['t-shirt']
95,T-shirt Dress,{'Organic Cotton': '100%'},grey marle,"('AUD', '90')",https://abch.world/products/womens-organic-tshirt-dress-grey,https://cdn.shopify.com/s/files/1/1637/8509/products/A07-Grey-Dress-SideSML.jpg?v=1603784269,A.BCH,"[""T-shirt dresses are a tricky thing to master, but we think we're onto something. This popular cut is created from our super soft black organic cotton jersey and features a flattering centre-back pleat for just enough shape without too much cling. The A.07 has an elegant, mid-calf hem with drop shoulder sleeve for a little extra coverage.""]",['dress']
96,T-shirt Dress,{'Organic Cotton': '100%'},black,"('AUD', '90')",https://abch.world/products/womens-tshirt-dress-black,https://cdn.shopify.com/s/files/1/1637/8509/products/A07-Black-Dress-Front-2SML.jpg?v=1603781246,portrait-large,"[""T-shirt dresses are a tricky thing to master, but we think we're onto something. This popular cut is created from our super soft black organic cotton jersey and features a flattering centre-back pleat for just enough shape without the cling. The A.07 has an elegant, mid-calf hem with drop shoulder sleeve for a little extra coverage.""]",['dress']
97,Fitted T-shirt,{'Organic Cotton': '100%'},white,"('AUD', '65')",https://abch.world/products/organic-cotton-fitted-t-shirt-white,https://cdn.shopify.com/s/files/1/1637/8509/products/ABCH_Shoot2002_f125a5d9-eab3-4407-92a9-2806a3e4c34d.jpg?v=1601187129,A.BCH,"[""Luxuriously soft black t-shirt with a traditional tailored men's fit. The neck is slightly scooped with an elongated sleeve and hem. Side split detail in contrast ivory organic cotton tape. For a looser fit, order a size up.Questions about fit? Ask us. For a shorter cut, see the A.01 Crop.""]",['t-shirt']
98,Fine T-shirt,{'Organic Cotton': '100%'},charcoal stripe,"('AUD', '75')",https://abch.world/products/organic-cotton-fine-t-shirt-charcoal-stripe,https://cdn.shopify.com/s/files/1/1637/8509/products/A03-Scoop-A32-Jogger-OC-Terry-Front-DetailSML.jpg?v=1601187255,A.BCH,"[""Lightweight, Japanese jersey, the A.03 is a super light-weight, slim fit tee with fine, yarn-dyed charcoal stripes. Like a good mullet, it's longer in the back and features a raw, rolled hem. It's beautiful fitted but for an oversized look, order two sizes up.Questions about fit? Ask us. For a shorter cut, see the A.03 Crop. Worn with the A.32 Joggers.""]",['t-shirt']
99,Fitted T-shirt,{'Organic Cotton': '100%'},black,"('AUD', '65')",https://abch.world/products/organic-cotton-fitted-t-shirt-black,https://cdn.shopify.com/s/files/1/1637/8509/products/170109_ABCH_01_009.jpg?v=1601187066,A.BCH,"[""Luxuriously soft black t-shirt with a traditional tailored men's fit. The neck is slightly scooped with an elongated sleeve and hem. Side split detail in contrast ivory organic cotton tape. For a looser fit, order a size up.Questions about fit? Ask us. For a shorter cut, see the A.01 Crop.""]",['t-shirt']
100,Boy Cut T-shirt,{'Organic Cotton': '100%'},black,"('AUD', '75')",https://abch.world/products/mens-organic-cotton-boy-cut-t-shirt-black,https://cdn.shopify.com/s/files/1/1637/8509/products/A01-M-Black-Slim-Tshirt-34.jpg?v=1600754085,portrait-large,"[""Luxurious mid-weight, black t-shirt with a traditional tailored men's fit. The neck is slightly scooped with an elongated sleeve and hem. Side split detail in contrast ivory organic cotton tape. For a looser fit, order a size up.Questions about fit? Ask us.""]",['t-shirt']
101,Raw Denim Tote Bag,{'Organic Cotton': '100%'},indigo,"('AUD', '55')",https://abch.world/products/a-06,https://cdn.shopify.com/s/files/1/1637/8509/products/ABCH_lookbook_A06_Red.jpg?v=1607921741,A.BCH,"['Super sturdy, raw denim tote bag with crisp Pantone red 032 A.BCH print front + back which will wear uniquely over time. This tote is perfect for everyday use, fitting for daily essentials like phone, wallet, keys, laptop, a bottle or more of wine.']",['bag']
102,Unisex Button Up Linen Shirt,{'Organic Linen': '100%'},white,"('AUD', '275')",https://abch.world/products/unisex-white-organic-linen-button-up-shirt,https://cdn.shopify.com/s/files/1/1637/8509/products/ABCH_Shoot2033.jpg?v=1601551754,portrait-large,"['Elegant in the everyday, this lightweight shirt is made with organic linen from a carbon neutral mill. A relaxed look through the body, longer in the back with added details in the side split and back yoke. Featuring our beautiful tonal corozo buttons under the hidden placket, this shirt is as nice to make as it is to wear. Due to the unisex cut, we recommend men, or those with broad shoulders, to order up one - two sizes.']",['shirt']
103,Unisex Button Up Linen Shirt,{'Organic Linen': '100%'},black,"('AUD', '275')",https://abch.world/products/unisex-organic-linen-black-button-up-shirt,https://cdn.shopify.com/s/files/1/1637/8509/products/170109_ABCH_06_315.jpg?v=1601551836,A.BCH,"[""Elegant in the everyday, this lightweight shirt is made with organic linen from a carbon neutral mill. A relaxed look through the body, longer in the back with added details in the side split and back yoke. Featuring our beautiful tonal corozo buttons under the hidden placket, it's as nice to make as it is to wear. Due to the unisex cut, we recommend men, or those with broad shoulders, to order up one - two sizes.""]",['shirt']
104,Unisex Button Up Linen Shirt,{'Organic Linen': '100%'},white,"('AUD', '275')",https://abch.world/products/womens-organic-linen-white-button-up-shirt,https://cdn.shopify.com/s/files/1/1637/8509/products/A05-White-Linen-Split-Shirt-front-cropped.jpg?v=1605236692,A.BCH,"[""Elegant in the everyday, this lightweight shirt is made with organic linen from a carbon neutral mill. A relaxed look through the body, longer in the back with added details in the side split and back yoke. Featuring genuine corozo buttons under the hidden placket, it's as nice to make as it is to wear.""]",['shirt']
105,Unisex Button Up Linen Shirt,{'Organic Linen': '100%'},black,"('AUD', '275')",https://abch.world/products/womens-organic-linen-black-button-up-shirt,https://cdn.shopify.com/s/files/1/1637/8509/products/A35-Undyed-Tracksuit_A05-Shirt-Black-Front-CroppedSML.jpg?v=1602203267,A.BCH,"[""Elegant in the everyday, this lightweight shirt is made with organic linen from a carbon neutral mill. A relaxed look through the body, longer in the back with added details in the side split and back yoke. Featuring genuine corozo buttons under the hidden placket, it's as nice to make as it is to wear.""]",['shirt']
106,Boy Cut T-shirt,{'Organic Cotton': '100%'},black,"('AUD', '75')",https://abch.world/products/organic-cotton-boy-cut-t-shirt-black,https://cdn.shopify.com/s/files/1/1637/8509/products/170109_ABCH_07_328.jpg?v=1600751511,A.BCH,"[""Luxuriously soft black t-shirt with a traditional tailored men's fit. The neck is slightly scooped with an elongated sleeve and hem. Side split detail in contrast ivory organic cotton tape. For a looser fit, order a size up.Questions about fit? Ask us. For a shorter cut, see the A.01 Crop.""]",['t-shirt']
107,Boy Cut T-shirt,{'Organic Cotton': '100%'},white,"('AUD', '75')",https://abch.world/products/organic-cotton-boy-cut-t-shirt-white,https://cdn.shopify.com/s/files/1/1637/8509/products/170109_ABCH_05_263_f9810d60-cc14-492e-84ab-1bf951378991.jpg?v=1600751438,A.BCH,"[""Luxurious crisp white t-shirt with a traditional tailored men's fit. The neck is slightly scooped with an elongated sleeve and hem. Side split detail in contrast ivory organic cotton tape. For a looser fit, order a size up.Questions about fit? Ask us. For a shorter cut, see the A.01 Crop.""]",['t-shirt']
108,Short Sleeve Denim Shirt,{'Organic Cotton': '100%'},indigo,"('AUD', '220')",https://abch.world/products/mens-organic-raw-denim-button-up-shirt,https://cdn.shopify.com/s/files/1/1637/8509/products/170109_ABCH_09_444.jpg?v=1601187470,A.BCH,"['A classic denim chambray shirt with button down collar and finished with beautiful tonal corozo buttons. The A.04 is made with raw (un-washed + untreated) GOTS certified organic cotton to minimise water use, so please wash on cold with like-colours before wear. Questions about fit? Ask us.']",['shirt']
109,Boy Cut T-shirt,{'Organic Cotton': '100%'},white,"('AUD', '75')",https://abch.world/products/mens-organic-cotton-boy-cut-t-shirt-white,https://cdn.shopify.com/s/files/1/1637/8509/products/A01-M-White-Slim-Tshirt-Back-Detail.jpg?v=1603793725,A.BCH,"[""Luxurious crisp white t-shirt with a traditional tailored men's fit. The neck is slightly scooped with an elongated sleeve and hem. Side split detail in contrast ivory organic cotton tape. For a looser fit, order a size up.Questions about fit? Ask us.""]",['t-shirt']
