,Unnamed: 0,index,Name,Price,URL,Colors,Image,Materials,Description,Brand_name,high-level,category
63,63,63,WINCHESTER TURTLE NECK,£199.90,https://ecoalf.com/en/knitwear/2020711-22066-winchester-turtle-neck#/1-talla-s,"['', 'greymelange']",https://ecoalf.com/18489-large_default/winchester-turtle-neck.jpg,"['97% Recycled Cashmere ', ' 3% Recycled Wool']","Knitted jersey turtle neck. Ribbed finish on the neck, waist hem and cuffs. Extra soft and warm thanks to its fabric with recycled cashmere and recycled wool.",Ecoalf,0,0
64,64,0,GABAN LONG TRENCH COAT,£375.00,https://ecoalf.com/en/jackets-and-coats/2020123-19506-gaban-long-trench-coat#/1-talla-s,"['khaki', 'black']",https://ecoalf.com/16147-large_default/gaban-long-trench-coat.jpg,"['59% Recycled polyester ', ' 41% Sorona®']","Men’s trench coat with hidden zip closure, adjustable cuffs. It is water repellent, waterproof and breathable. Made with recycled polyester and Sorona®.",Ecoalf,5,11
65,65,1,BERET JACKET MAN,£189.90,https://ecoalf.com/en/jackets-and-coats/2020098-19371-beret-jacket-man#/4-talla-xs,"['koreangreen', 'olive', 'navy', 'deepnavy', 'brightyellow', 'burnedorange', 'red', 'caviar', 'black']",https://ecoalf.com/16728-large_default/beret-jacket-man.jpg,['100% Recycled polyester'],"The Beret jacket, with high neck and padding is 100% made with recycled polyester from recycled plastic bottles.",Ecoalf,5,11
66,66,2,GROENLAND COAT MAN,£489.90,https://ecoalf.com/en/jackets-and-coats/2020136-19582-groenland-coat-man#/4-talla-xs,"['koreangreen', 'deepnavy', 'black']",https://ecoalf.com/16779-large_default/groenland-coat-man.jpg,['100% Recycled nylon'],Men’s parka made with recycled nylon and recycled polyester. Kitted out with neck and hood for cold and rainy days.,Ecoalf,5,11
67,67,3,STADIUM JACKET MAN,£199.90,https://ecoalf.com/en/jackets-and-coats/2020203-19955-stadium-jacket-man#/1-talla-s,"['koreangreen', 'deepnavy', 'brick', 'black']",https://ecoalf.com/16302-large_default/stadium-jacket-man.jpg,['100% Recycled polyester'],Padded men’s jacket with side and front pockets and high neck. It is 100% made with recycled plastic bottles.,Ecoalf,5,11
68,68,4,ST MORITZ VEST MAN,£169.90,https://ecoalf.com/en/vests/2020207-19975-st-moritz-vest-man#/1-talla-s,"['koreangreen', 'deepnavy', 'peacockblue', 'caviar', 'black']",https://ecoalf.com/17247-large_default/st-moritz-vest-man.jpg,['100% Recycled polyester'],Padded gilet which is vegan and made with recycled plastic bottles.,Ecoalf,5,11
69,69,5,ICEBERG LONG JACKET,£599.91,https://ecoalf.com/en/jackets-and-coats/2020148-19650-iceberg-long-jacket#/1-talla-s,"['darkkhaki', 'black']",https://ecoalf.com/17405-large_default/iceberg-long-jacket.jpg,['100% Recycled polyester'],"Long men’s jacket, with adjustable hood, zip closure, side pockets with zip and front pockets. Includes a recycled zip.",Ecoalf,5,11
70,70,6,VINTAGE REVERSIBLE HOOD JACKET,£369.90,https://ecoalf.com/en/jackets-and-coats/2020226-20085-vintage-reversible-hood-jacket#/4-talla-xs,"['koreangreen', 'caviar']",https://ecoalf.com/17235-large_default/vintage-reversible-hood-jacket.jpg,['100% Recycled polyester'],"Reversible long men’s jacket, zip closure, high neck, adjustable drawstring hood and zip pockets. Mainly made with recycled plastic bottles.",Ecoalf,2,3
71,71,7,GERALD DETACHABLE JACKET,£329.89,https://ecoalf.com/en/jackets-and-coats/2020131-19552-gerald-detachable-jacket#/4-talla-xs,"['deepnavy', 'burnedorange', 'asphalt']",https://ecoalf.com/16763-large_default/gerald-detachable-jacket.jpg,['100% Recycled nylon'],"Padded men’s jacket with two-colour design. Hidden zip closure, hood and side pockets. Made with recycled nylon and recycled polyester.",Ecoalf,5,11
72,72,8,HAMPSHIRE SEALED PADDED RAINCOAT,£299.90,https://ecoalf.com/en/jackets-and-coats/2020141-19612-hampshire-sealed-padded-trench#/1-talla-s,"['whitesand', 'deepnavy', 'graphite']",https://ecoalf.com/15994-large_default/hampshire-sealed-padded-trench.jpg,"['56% Polyester ', ' 44% Recycled polyester']","The improved classic coat, mainly made with recycled polyester from plastic bottles. Waterproof and breathable.",Ecoalf,5,11
73,73,9,SANDFORD BASIC SNEAKERS MAN,£89.90,https://ecoalf.com/en/sneakers/2020470-21371-sandford-basic-sneakers-man#/7-talla-40,"['offwhite', 'black']",https://ecoalf.com/17056-large_default/sandford-basic-sneakers-man.jpg,['100% Recycled nylon'],Vegan men’s trainers with text on the sole and closure with laces. Made with recycled nylon.,Ecoalf,10,16
74,74,10,KATMANDU JACKET MAN,£439.90,https://ecoalf.com/en/jackets-and-coats/2020158-19703-katmandu-jacket-man#/1-talla-s,"['asphalt', 'black']",https://ecoalf.com/16065-large_default/katmandu-jacket-man.jpg,"['49% Polyester ', ' 17% S. Café recycled polyester ', ' 17% Recycled polyester / 17% PU']","Detachable 3-in-1 men’s jacket. Water repellent, waterproof, breathable and with odour control. Zip closure, adjustable hood and side pockets with zip closure.",Ecoalf,5,11
75,75,11,LIVORNO COAT MAN,£399.91,https://ecoalf.com/en/jackets-and-coats/2020165-19743-livorno-coat-man#/4-talla-xs,"['deepnavy', 'black']",https://ecoalf.com/16690-large_default/livorno-coat-man.jpg,"['59% Recycled polyester ', ' 41% Sorona®']","3/4 coat with numerous pockets, two-way zip closure and hood.",Ecoalf,5,11
76,76,12,ROLLE JACKET,£199.90,https://ecoalf.com/en/jackets-and-coats/2020192-19892-rolle-jacket#/1-talla-s,"['dustyolive', 'deepnavy', 'plaincamouflage']",https://ecoalf.com/16331-large_default/rolle-jacket.jpg,['100% Recycled polyester'],"Men’s jacket with padded style, high neck, zip closure and side pockets with zip. Made with recycled plastic bottles.",Ecoalf,5,11
77,77,13,ALPINE CARGO TROUSERS MAN,£109.90,https://ecoalf.com/en/pants/2020262-20272-alpine-cargo-trousers-man#/37-talla-28,"['sand', 'khaki', 'navy', 'caviar']",https://ecoalf.com/16409-large_default/alpine-cargo-trousers-man.jpg,"['97% Organic Cotton ', ' 3% Elastane']",Alpine trousers have many pockets and are made of organic cotton and elastane.,Ecoalf,3,6
78,78,14,CARROT PANTS MAN,£109.90,https://ecoalf.com/en/pants/2020272-20350-carrot-pants-man#/37-talla-28,['navy'],https://ecoalf.com/16104-large_default/carrot-pants-man.jpg,"['62% Recycled polyester ', ' 34% Viscose ', ' 4% Elastane']","Trousers with pockets, zip closure and button.",Ecoalf,3,6
79,79,15,OSLO PANTS MAN,£109.90,https://ecoalf.com/en/pants/2020274-20368-oslo-pants-man#/37-talla-28,"['sand', 'caviar']",https://ecoalf.com/15974-large_default/oslo-pants-man.jpg,"['55% Hemp ', ' 45% Organic cotton']","Pleated trousers with pockets, zip closure and button.",Ecoalf,3,6
80,80,16,GOTHAM SHIRT MAN,£99.90,https://ecoalf.com/en/shirts/2020303-20531-gotham-shirt-man#/1-talla-s,"['white', 'khaki', 'koreangreen', 'lavander']",https://ecoalf.com/16121-large_default/gotham-shirt-man.jpg,['100% Organic cotton'],Long-sleeved buttoned shirt 100% made of organic cotton.,Ecoalf,1,1
81,81,17,PANA SHIRT MAN,£109.90,https://ecoalf.com/en/shirts/2020311-20571-pana-shirt-man#/1-talla-s,"['offwhite', 'navy']",https://ecoalf.com/15984-large_default/pana-shirt-man.jpg,['100% Cotton'],"Men’s pana shirt, with long sleeves and button closure. 100% made with cotton from responsible sources.",Ecoalf,1,1
82,82,18,GREAT B SWEATSHIRT MAN,£89.90,https://ecoalf.com/en/sweaters/2020335-20699-great-b-sweatshirt-man#/4-talla-xs,"['lavander', 'navy', 'red']",https://ecoalf.com/16157-large_default/great-b-sweatshirt-man.jpg,"['50% Recycled Cotton ', ' 50% Organic Cotton']","Men’s sweatshirt with crew neck and text ""Because there is no Planet B” on the front. Made with organic cotton and recycled cotton.",Ecoalf,1,1
83,83,19,MANDIORE SWEATSHIRT MAN,£109.90,https://ecoalf.com/en/sweaters/2020343-20744-mandiore-sweatshirt-man#/4-talla-xs,"['lavander', 'caviar']",https://ecoalf.com/16246-large_default/mandiore-sweatshirt-man.jpg,"['50% Recycled Cotton ', ' 50% Organic Cotton']",Sweatshirt with hood and kangaroo-style pocket. Made with recycled cotton and organic cotton.,Ecoalf,1,1
84,84,20,SAN DIEGO BECAUSE SWEATSHIRT MAN,£89.90,https://ecoalf.com/en/sweaters/2020347-20766-san-diego-because-sweatshirt-man#/4-talla-xs,"['offwhite', 'koreangreen', 'navy', 'burnedorange']",https://ecoalf.com/15971-large_default/san-diego-because-sweatshirt-man.jpg,"['50% Recycled Cotton ', ' 50% Organic Cotton']","Men’s sweatshirt with a basic design but with the text ""Because there is no Planet B"" on the front.",Ecoalf,1,1
85,85,21,SAN DIEGO PATCHLABEL SWEATSHIRT MAN,£89.90,https://ecoalf.com/en/sweaters/2020353-20802-san-diego-patchlabel-sweatshirt-man#/4-talla-xs,"['khaki', 'navy', 'red', 'caviar']",https://ecoalf.com/16293-large_default/san-diego-patchlabel-sweatshirt-man.jpg,"['50% Recycled Cotton ', ' 50% Organic Cotton']",Men’s sweatshirt with a basic design but with text on the front part.,Ecoalf,1,1
86,86,22,SAN DIEGO PRINT BACK SWEATSHIRT MAN,£89.90,https://ecoalf.com/en/sweaters/2020358-20832-san-diego-print-back-sweatshirt-man#/4-talla-xs,"['navy', 'mustard', 'brick', 'burnedorange', 'caviar']",https://ecoalf.com/16241-large_default/san-diego-print-back-sweatshirt-man.jpg,"['50% Recycled cotton ', ' 50% Organic cotton']",Men's sweatshirt with a basic design and crew neck. Made with recycled cotton and organic cotton.,Ecoalf,1,1
87,87,23,STEVE PRINT BACK HOODIE MAN,£109.90,https://ecoalf.com/en/sweaters/2020364-20866-steve-print-back-hoodie-man#/4-talla-xs,"['khaki', 'navy', 'burnedorange', 'caviar']",https://ecoalf.com/15929-large_default/steve-print-back-hoodie-man.jpg,"['50% Recycled Cotton ', ' 50% Organic Cotton']","The Steve sweatshirt has a hood, zip closure and kangaroo pockets. Made with recycled cotton and organic cotton.",Ecoalf,2,3
88,88,24,ASP JACKET MAN,£199.90,https://ecoalf.com/en/jackets-and-coats/2020072-19223-asp-jacket-man#/1-talla-s,"['koreangreen', 'olive', 'navy', 'deepnavy', 'brightyellow', 'burnedorange', 'red', 'caviar', 'black']",https://ecoalf.com/17346-large_default/asp-jacket-man.jpg,['100% Recycled polyester'],"The Asp jacket, with hood and zip closure, is warm as well as sustainable. Made with recycled polyester and padded with recycled polyester, feather and down.",Ecoalf,5,11
89,89,25,BERNA JACKET,£209.90,https://ecoalf.com/en/jackets-and-coats/2020101-19388-berna-sweat-tech-jacket#/1-talla-s,"['koreangreen', 'deepnavy', 'burnedorange', 'caviar']",https://ecoalf.com/16704-large_default/berna-sweat-tech-jacket.jpg,"['59% Recycled polyester ', ' 41% Sorona®']","Short men’s jacket, with zip closure, hood and side pockets with zip. Made with recycled polyester and Sorona®.",Ecoalf,5,11
90,90,26,CARDIFF VEST MAN,£159.90,https://ecoalf.com/en/vests/2020106-19413-cardiff-vest-man#/1-talla-s,"['koreangreen', 'olive', 'deepnavy', 'peacockblue', 'brightyellow', 'brick', 'black']",https://ecoalf.com/16114-large_default/cardiff-vest-man.jpg,['100% Recycled polyester'],"Extremely light gilet with neck and tight padding, 100% made from recycled polyester.",Ecoalf,5,11
91,91,27,JAPAN TECHNICAL JACKET,£379.90,https://ecoalf.com/en/jackets-and-coats/2020154-19683-japan-technical-jacket#/1-talla-s,"['deepnavy', 'black']",https://ecoalf.com/17354-large_default/japan-technical-jacket.jpg,['100% Recycled polyester'],"Waterproof technical jacket with adjustable drawstring hood, zip closure and side pockets. Made with recycled plastic bottles.",Ecoalf,5,11
92,92,28,PARIS SAIL SHORT JACKET,£299.90,https://ecoalf.com/en/jackets-and-coats/2020187-19867-paris-sail-short-jacket#/1-talla-s,"['koreangreen', 'deepnavy', 'brick']",https://ecoalf.com/16185-large_default/paris-sail-short-jacket.jpg,"['59% Recycled polyester ', ' 41% Sorona®']","Men’s jacket with adjustable hood, zip closure, side and front pockets, adjustable cuffs with velcro. Made with recycled plastic bottles and Sorona®.",Ecoalf,3,4
93,93,29,SAMOENS JACKET MAN,£489.90,https://ecoalf.com/en/jackets-and-coats/2020199-19932-samoens-jacket-man#/4-talla-xs,"['khaki', 'deepnavy', 'black']",https://ecoalf.com/16641-large_default/samoens-jacket-man.jpg,"['59% Recycled polyester ', ' 41% Sorona®']","Jacket with high neck, zip closure, hood and front and side pockets. Made with recycled polyester and Sorona®.",Ecoalf,5,11
94,94,30,CHARLES KNIT SWEATER MAN,£109.90,https://ecoalf.com/en/knitwear/2020238-20148-charles-knit-sweater-man#/1-talla-s,"['black', 'khaki', 'red']",https://ecoalf.com/16127-large_default/charles-knit-sweater-man.jpg,"['95% Organic cotton ', ' 5% Cashmere']",Men’s jersey with contrast on the shoulders and crew neck. Made with organic cotton and cashmere. Extra soft texture.,Ecoalf,2,2
95,95,31,CHELSEA SWEATER MAN,£159.90,https://ecoalf.com/en/knitwear/2020246-20188-chelsea-sweater-man#/1-talla-s,['midnightnavy'],https://ecoalf.com/17390-large_default/chelsea-sweater-man.jpg,"['70% Sorona® ', ' 30% Recycled polyester']","Men’s sweatshirt designed with double fabric, which is water repellent on the top part. Adjustable drawstring hood, high neck, zip closure and side pockets. Made with recycled materials and other sustainable materials.",Ecoalf,2,2
96,96,32,HARRY SWEATER MAN,£159.90,https://ecoalf.com/en/knitwear/2020251-20213-harry-sweater-man#/1-talla-s,"['midnightnavy', 'black']",https://ecoalf.com/17696-large_default/harry-sweater-man.jpg,"['70% Sorona® ', ' 30% Recycled polyester']","Men’s jacket with double fabric, zip closure, high neck and side pockets. Made with recycled materials and other sustainable materials.",Ecoalf,2,2
97,97,33,JAMES KNIT SWEATER MAN,£109.90,https://ecoalf.com/en/knitwear/2020254-20228-james-knit-sweater-man#/1-talla-s,['greymelange'],https://ecoalf.com/16260-large_default/james-knit-sweater-man.jpg,"['95% Organic cotton ', ' 5% Cashmere']","Men’s jersey with contrast on the shoulders and V-neck. Made with organic cotton, cashmere, recycled polyester and Sorona®. Extra soft texture.",Ecoalf,2,2
98,98,34,BINJARI CHINO MAN,£109.90,https://ecoalf.com/en/pants/2020268-20326-binjari-chino-man#/37-talla-28,"['beige', 'khaki', 'navy', 'caviar']",https://ecoalf.com/16192-large_default/binjari-chino-man.jpg,"['97% Organic Cotton ', ' 3% Elastane']","Binjari are classic chino trousers, made from organic cotton and elastane.",Ecoalf,0,0
99,99,35,COYUCA SWEATSHIRT MAN,£89.90,https://ecoalf.com/en/sweaters/2020328-20661-coyuca-sweatshirt-man#/4-talla-xs,['caviar'],https://ecoalf.com/16752-large_default/coyuca-sweatshirt-man.jpg,"['50% Recycled Cotton ', ' 50% Organic Cotton']",Men’s sweatshirt with crew neck and Ecoalf logo on the front. Made with organic cotton and recycled cotton.,Ecoalf,1,1
100,100,36,CASTELO T-SHIRT MAN,£45.00,https://ecoalf.com/en/shirts-and-t-shirts/2020373-20917-castelo-t-shirt-man#/4-talla-xs,"['khaki', 'aquablue', 'caviar']",https://ecoalf.com/16394-large_default/castelo-t-shirt-man.jpg,"['60% Cotton ', ' 40% Recycled cotton']","Men’s t-shirt with long sleeves and crew neck. Text on the front: ""Because there is no Planet B"".",Ecoalf,1,1
101,101,37,IZABAL T-SHIRT MAN,£54.99,https://ecoalf.com/en/shirts-and-t-shirts/2020384-20976-izabal-t-shirt-man#/4-talla-xs,['caviar'],https://ecoalf.com/16002-large_default/izabal-t-shirt-man.jpg,"['60% Cotton ', ' 40% Recycled cotton']","Men’s t-shirt with short sleeves, crew neck and pocket. Made with recycled cotton and cotton from responsible sources.",Ecoalf,1,1
102,102,38,LONG SLEEVE MATEO T-SHIRT MAN,£49.90,https://ecoalf.com/en/shirts-and-t-shirts/2020385-20982-long-sleeve-mateo-t-shirt-man#/4-talla-xs,['koreangreen'],https://ecoalf.com/15346-large_default/long-sleeve-mateo-t-shirt-man.jpg,"['60% Cotton ', ' 40% Recycled cotton']","Men’s t-shirt with long sleeves, crew neck, text ""Because there is no Planet B” on the front and image on the back. Made with recycled cotton and cotton from responsible sources.",Ecoalf,1,1
103,103,39,MADIORE T-SHIRT MAN,£45.00,https://ecoalf.com/en/shirts-and-t-shirts/2020389-21006-madiore-t-shirt-man#/4-talla-xs,['caviar'],https://ecoalf.com/15978-large_default/madiore-t-shirt-man.jpg,"['60% Cotton ', ' 40% Recycled cotton']","Men’s t-shirt with short sleeves, crew neck, image and text: ""Because there is no Planet B"". Made with recycled cotton and cotton from responsible sources.",Ecoalf,1,1
104,104,40,NATAL CLASSIC BECAUSE T-SHIRT MAN,£45.00,https://ecoalf.com/en/shirts-and-t-shirts/2020390-21012-natal-classic-because-t-shirt-man#/4-talla-xs,"['offwhite', 'navy', 'burnedorange', 'caviar']",https://ecoalf.com/16050-large_default/natal-classic-because-t-shirt-man.jpg,"['60% Cotton ', ' 40% Recycled cotton']","Men’s t-shirt, crew neck, short sleeves and text on the front: ""Because there is no Planet B"".",Ecoalf,1,1
105,105,41,NATAL GREAT B T-SHIRT MAN,£45.00,https://ecoalf.com/en/shirts-and-t-shirts/2020394-21036-natal-great-b-t-shirt-man#/4-talla-xs,"['white', 'koreangreen', 'navy', 'caviar']",https://ecoalf.com/16235-large_default/natal-great-b-t-shirt-man.jpg,"['60% Cotton ', ' 40% Recycled cotton']","Men’s t-shirt, crew neck, short sleeves and text on the front: ""Because there is no Planet B"".",Ecoalf,1,1
106,106,42,NATAL PATCH ECOALF T-SHIRT MAN,£49.90,https://ecoalf.com/en/shirts-and-t-shirts/2020398-21060-natal-patch-ecoalf-t-shirt-man#/4-talla-xs,"['white', 'koreangreen', 'navy', 'caviar']",https://ecoalf.com/16378-large_default/natal-patch-ecoalf-t-shirt-man.jpg,"['60% Cotton ', ' 40% Recycled cotton']","Men’s t-shirt, crew neck, short sleeves and text on the front.",Ecoalf,1,1
107,107,43,TABOLA T-SHIRT MAN,£45.00,https://ecoalf.com/en/shirts-and-t-shirts/2020404-21094-tabola-t-shirt-man#/4-talla-xs,"['khaki', 'navy', 'caviar', 'greymelange']",https://ecoalf.com/17783-large_default/tabola-t-shirt-man.jpg,"['60% Cotton ', ' 40% Recycled cotton']","Men’s t-shirt with short sleeves, crew neck and Ecoalf logo.",Ecoalf,1,1
108,108,44,TADEO T-SHIRT MAN,£45.00,https://ecoalf.com/en/shirts-and-t-shirts/2020408-21118-tadeo-t-shirt-man#/4-talla-xs,"['white', 'navy', 'greymelange']",https://ecoalf.com/16833-large_default/tadeo-t-shirt-man.jpg,"['60% Cotton ', ' 40% Recycled cotton']","Men’s t-shirt, long sleeves, crew neck and text: ""Act now!"".",Ecoalf,1,1
109,109,45,BIG DOUBLE ZIPPER VC,£54.99,https://ecoalf.com/en/accessories/2020013-19119-big-double-zipper-vc#/28-talla-_,['burnedorange'],https://ecoalf.com/17175-large_default/big-double-zipper-vc.jpg,['100% Recycled nylon'],Vanity case with double pocket made with recycled nylon.,Ecoalf,0,0
110,110,46,SMALL DOUBLE ZIPPER VC,£45.00,https://ecoalf.com/en/accessories/2020015-19121-small-double-zipper-vc#/28-talla-_,"['burnedorange', 'black']",https://ecoalf.com/17185-large_default/small-double-zipper-vc.jpg,['100% Recycled nylon'],Small vanity case with double pocket made with recycled nylon.,Ecoalf,0,0
111,111,47,ANDERMATT BACKPACK,£119.90,https://ecoalf.com/en/accessories/2020022-19128-andermatt-backpack#/28-talla-_,"['khaki', 'black']",https://ecoalf.com/16445-large_default/andermatt-backpack.jpg,"['59% Recycled polyester ', ' 41% Sorona®']","Backpack with double zip closure. Outside pocket with zip closure and side pockets. Mainly made with recycled polyester, recycled nylon and Sorona®.",Ecoalf,9,15
112,112,48,SKOPIE BACKPACK,£159.90,https://ecoalf.com/en/accessories/2020034-19140-skopie-backpack#/28-talla-_,"['darkkhaki', 'caviar', 'black']",https://ecoalf.com/17600-large_default/skopie-backpack.jpg,"['59% Recycled polyester ', ' 41% Sorona®']","A backpack for both everyday life and for hiking trips. Spacious, with both a zip and click closure, and side pockets for added convenience.",Ecoalf,9,15
113,113,49,WILD SHERPA BACKPACK,£139.90,https://ecoalf.com/en/accessories/2020037-19143-wild-sherpa-backpack#/28-talla-_,"['camouflage', 'black', 'deepnavy']",https://ecoalf.com/17612-large_default/wild-sherpa-backpack.jpg,['100% Recycled nylon'],"Adventure backpack made with recycled nylon and recycled polyester, sustainable materials that avoid the use of conventional materials.",Ecoalf,9,15
114,114,50,MONTANA WEEKEND BAG,£139.90,https://ecoalf.com/en/accessories/2020058-19164-montana-weekend-bag#/28-talla-_,"['camouflage', 'koreangreen', 'deepnavy', 'caviar']",https://ecoalf.com/17664-large_default/montana-weekend-bag.jpg,['100% Recycled nylon'],"Travel bag with a double strap, to carry with your hand or on your shoulder. Zip closure and text: ""Because there is no Planet B"". Made with recycled nylon.",Ecoalf,9,15
115,115,51,CANCUN SNEAKERS MAN,£139.90,https://ecoalf.com/en/sneakers/2020424-21210-cancun-sneakers-man#/7-talla-40,['deepnavy'],https://ecoalf.com/16844-large_default/cancun-sneakers-man.jpg,"['59% Recycled polyester ', ' 41% Sorona®']",Men’s trainers with laces. They are mainly made with recycled polyester from plastic bottles and other sustainable materials and with Vibram® soles.,Ecoalf,10,16
116,116,52,CHRONOS SNEAKERS MAN,£159.90,https://ecoalf.com/en/sneakers/2020427-21629-chronos-sneakers-man#/7-talla-40,"['khaki', 'black']",https://ecoalf.com/16853-large_default/chronos-sneakers-man.jpg,"['59% Recycled polyester ', ' 41% Sorona®']",Men’s high-top trainers with laces. They are mainly made with recycled polyester from plastic bottles and other sustainable materials and with Vibram® soles.,Ecoalf,10,16
117,117,53,CLASS SNEAKERS MAN,£99.90,https://ecoalf.com/en/sneakers/2020429-21643-class-sneakers-man#/7-talla-40,"['darksand', 'black']",https://ecoalf.com/16903-large_default/class-sneakers-man.jpg,"['59% Recycled polyester ', ' 41% Sorona®']",Men’s trainers with laces and a contrast sole. Mainly made with recycled polyester from plastic bottles and other sustainable materials.,Ecoalf,10,16
118,118,54,COOL SNEAKERS MAN,£109.90,https://ecoalf.com/en/sneakers/2020432-21238-cool-sneakers-man#/7-talla-40,['black'],https://ecoalf.com/16875-large_default/cool-sneakers-man.jpg,['100% Recycled nylon'],"Men’s high-top trainers, with laces and rubber toes. Text: ""Act now!"" on the side. Mainly made with recycled nylon.",Ecoalf,10,16
119,119,55,MATCH SNEAKERS MAN,£99.90,https://ecoalf.com/en/sneakers/2020435-21259-match-sneakers-man#/7-talla-40,"['offwhite', 'black']",https://ecoalf.com/16884-large_default/match-sneakers-man.jpg,['100% Recycled nylon'],"Men’s trainers with laces and text on the side: ""Act now!"". Made with recycled nylon and rubber sole.",Ecoalf,10,16
120,120,56,NASUMI SNEAKERS MAN,£109.90,https://ecoalf.com/en/sneakers/2020445-21699-nasumi-sneakers-man#/7-talla-40,"['deepnavy', 'black']",https://ecoalf.com/16931-large_default/nasumi-sneakers-man.jpg,"['59% Recycled polyester ', ' 41% Sorona®']","Trainers made with fabric from recycled plastic bottles. The sole is made with algae, EVA phylon and thermoplastic rubber.",Ecoalf,10,16
121,121,57,OREGON SNEAKERS MAN,£89.90,https://ecoalf.com/en/sneakers/2020450-21734-oregon-sneakers-man#/7-talla-40,"['khaki', 'deepnavy', 'black']",https://ecoalf.com/16987-large_default/oregon-sneakers-man.jpg,"['59% Recycled polyester ', ' 41% Sorona®']",Sports trainers with Ecoalf logo detail on the side and closure with laces. Made with recycled polyester from plastic bottles and Sorona®.,Ecoalf,10,16
122,122,58,PANA YALE SNEAKERS MAN,£99.90,https://ecoalf.com/en/sneakers/2020459-21294-pana-yale-sneakers-man#/7-talla-40,['caviar'],https://ecoalf.com/16981-large_default/pana-yale-sneakers-man.jpg,"['55% Hemp ', ' 45% Organic cotton']","Trainers with a vintage design made with natural, vegan and extremely light materials.",Ecoalf,10,16
123,123,59,SANDFORD SNEAKERS MAN,£89.90,https://ecoalf.com/en/sneakers/2020464-21329-sandford-sneakers-man#/7-talla-40,"['koreangreen', 'deepnavy', 'black']",https://ecoalf.com/17039-large_default/sandford-sneakers-man.jpg,['100% Recycled nylon'],Sports trainers with text detail on the sole and closure with laces. Mainly made with recycled nylon.,Ecoalf,10,16
124,124,60,SEATLE SNEAKERS MAN,£159.90,https://ecoalf.com/en/sneakers/2020474-21790-seatle-sneakers-man#/7-talla-40,['black'],https://ecoalf.com/17020-large_default/seatle-sneakers-man.jpg,"['59% Recycled polyester ', ' 41% Sorona®']","Men’s trainers mainly made of recycled polyester from plastic bottles. Light, breathable and waterproof.",Ecoalf,10,16
125,125,61,YALE SNEAKERS MAN,£89.90,https://ecoalf.com/en/sneakers/2020478-21399-yale-sneakers-man#/7-talla-40,"['offwhite', 'koreangreen', 'deepnavy', 'burnedorange', 'caviar', 'black']",https://ecoalf.com/16936-large_default/yale-sneakers-man.jpg,['100% Recycled nylon'],Men’s sports trainers with a vintage style mainly made with recycled nylon.,Ecoalf,10,16
126,126,62,THICK HAT,£35.01,https://ecoalf.com/en/hats-and-scarfs/2020009-19115-thick-hat#/28-talla-_,"['mustard', 'greymelange', 'black']",https://ecoalf.com/17522-large_default/thick-hat.jpg,['100% Recycled polyester'],Ribbed hat with the Ecoalf logo. The essential accessory for cold days. Fabric 100% recycled polyester.,Ecoalf,8,14
127,127,63,WINCHESTER TURTLE NECK,£199.90,https://ecoalf.com/en/knitwear/2020711-22066-winchester-turtle-neck#/1-talla-s,"['', 'greymelange']",https://ecoalf.com/18489-large_default/winchester-turtle-neck.jpg,"['97% Recycled Cashmere ', ' 3% Recycled Wool']","Knitted jersey turtle neck. Ribbed finish on the neck, waist hem and cuffs. Extra soft and warm thanks to its fabric with recycled cashmere and recycled wool.",Ecoalf,0,0
