Name,Material,Color,Size,Price,URL,Image,Brand_name,Description
OLLIE FRESH LILAC,"['78% recycled plastic', '22% elastane']",,"['Small (PRE-ORDER ships between 21-25 May)', 'Medium (PRE-ORDER ships between 21-25 May)', 'Large (PRE-ORDER ships between 21-25 May)']",€65.00,https://www.consciousthelabel.com/product-page/ollie-fresh-lilac,"https://static.wixstatic.com/media/6733fb_d1efe6753038450fa2afbedf2d924922~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_d1efe6753038450fa2afbedf2d924922~mv2.jpg",conscious-swimwear,"Ollie is our newest addiction. It works perfectly for small and more significant breasts: for small, use it with our padding and have an additional push-up. If you have it bigger, enjoy the extra support from the elastic underneath and the natural lifting effect. This top has adjustable straps and includes removable padding. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.   "
ZOE FRESH LILAC,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large']",€59.00,https://www.consciousthelabel.com/product-page/zoe-fresh-lilac,"https://static.wixstatic.com/media/6733fb_a490e5af79b14c269c1c0a1097a80f3f~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_a490e5af79b14c269c1c0a1097a80f3f~mv2.jpg",conscious-swimwear,"Zoe bikini top has the perfect high cut – your best friend if you’re looking for something practical with support. With adjustable straps, you will be able to fit it perfectly into your body. Made of 78% recycled plastic and 22% elastane and ethically produced in our Lisbon atelier. Sustainable packaged.   "
TRIANGLE FRESH LILAC,"['78% recycled plastic', '22% elastane']",,[],€55.00,https://www.consciousthelabel.com/product-page/triangle-fresh-lilac,"https://static.wixstatic.com/media/6733fb_f805168eba4e406e8ccae3580430d7c7~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_f805168eba4e406e8ccae3580430d7c7~mv2.jpg",conscious-swimwear,"Triangle bikini top is your go-to essential for summer. It works great for every body type, and its minimalist shape is a tan best friend. Adjustable straps & back, and you can also wear it tied up behind your neck. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.   "
NALA FRESH LILAC,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large (PRE-ORDER ships between 21-25 May)']",€49.00,https://www.consciousthelabel.com/product-page/nala-fresh-lilac,"https://static.wixstatic.com/media/6733fb_c56d0208115f474b94dda3cda59901a0~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_c56d0208115f474b94dda3cda59901a0~mv2.jpg",conscious-swimwear,Nala bikini bottom is the perfect tan friend with its minimalist shape. Adjustable waist. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.   
NOAH FRESH LILAC,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large']",€52.00,https://www.consciousthelabel.com/product-page/noah-fresh-lilac,"https://static.wixstatic.com/media/6733fb_dcf75d892f984cfbb96ce5718327144c~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_dcf75d892f984cfbb96ce5718327144c~mv2.jpg",conscious-swimwear,"Perfectly designed to fit your body like no other, our Noah bottoms have a classic inspired Brazilian minimalist shape. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.Model 1 wears a size small "
SAINT FRESH LILAC,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large']",€55.00,https://www.consciousthelabel.com/product-page/saint-fresh-lilac,"https://static.wixstatic.com/media/6733fb_9e7f8a9da0484ca7a816fba4e16453a5~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_9e7f8a9da0484ca7a816fba4e16453a5~mv2.jpg",conscious-swimwear,"Saint bikini bottom is for the ones who love the elegance of a high waist but don't want to give up on a cute little back as well. For perfect belly tanning, you can fold them when lying down at the beach. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.Model 1 wears a size small "
DIXIE FRESH LILAC,"['78% recycled plastic', '22% elastane']",,"['Small (PRE-ORDER ships between 21-25 May)', 'Medium (PRE-ORDER ships between 21-25 May)', 'Large (PRE-ORDER ships between 21-25 May)']",€55.00,https://www.consciousthelabel.com/product-page/dixie-fresh-lilac,"https://static.wixstatic.com/media/6733fb_6746ca6477da4d27be44595802f740cb~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_6746ca6477da4d27be44595802f740cb~mv2.jpg",conscious-swimwear,"Dixie is our classic shape bikini bottom, offering a little extra coverage compared to our other bottoms. All edges are sewn with elastic to keep it in the right place from sunrise to sunset.  Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.   "
KAYA WHITE SPOTTED,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium (PRE-ORDER ships between 21-25 May)', 'Large (PRE-ORDER ships between 21-25 May)']",€59.00,https://www.consciousthelabel.com/product-page/kaya-black-white,"https://static.wixstatic.com/media/6733fb_602a708024384b8cb79894d4046cdb77~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_602a708024384b8cb79894d4046cdb77~mv2.jpg",conscious-swimwear,"Kaya bikini top is the next level of basics. Great for the one who needs a very natural push-up effect.  Adjustable back, and you can also wear it tied up behind your neck. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.   "
OLLIE WHITE SPOTTED,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large (PRE-ORDER ships between 21-25 May)']",€65.00,https://www.consciousthelabel.com/product-page/ollie-white-spotted,"https://static.wixstatic.com/media/6733fb_eec664a377984662b1e7f22734c6d5c5~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_eec664a377984662b1e7f22734c6d5c5~mv2.jpg",conscious-swimwear,"Ollie is our newest addiction. It works perfectly for small and more significant breasts: for small, use it with our padding and have an additional push-up. If you have it bigger, enjoy the extra support from the elastic underneath and the natural lifting effect. This top has adjustable straps and includes removable padding. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.     "
ZOE WHITE SPOTTED,"['78% recycled plastic', '22% elastane']",,"['Small (PRE-ORDER ships between 21-25 May)', 'Medium', 'Large (PRE-ORDER ships between 21-25 May)']",€59.00,https://www.consciousthelabel.com/product-page/zoe-black-white,"https://static.wixstatic.com/media/6733fb_17d929429de44052aa7bbced2107bd58~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_17d929429de44052aa7bbced2107bd58~mv2.jpg",conscious-swimwear,"Zoe bikini top has the perfect high cut – your best friend if you’re looking for something practical with support. With adjustable straps, you will be able to fit it perfectly into your body. Made of 78% recycled plastic and 22% elastane and ethically produced in our Lisbon atelier. Sustainable packaged.   "
TRIANGLE WHITE SPOTTED,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large']",€55.00,https://www.consciousthelabel.com/product-page/triangle-black-white,"https://static.wixstatic.com/media/6733fb_f59d360094ac4b0191ec7611caae01ed~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_f59d360094ac4b0191ec7611caae01ed~mv2.jpg",conscious-swimwear,"Triangle bikini top is your go-to essential for summer. It works great for every body type, and its minimalist shape is a tan best friend. Adjustable straps & back, and you can also wear it tied up behind your neck. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.   "
NALA WHITE SPOTTED,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large (PRE-ORDER ships between 21-25 May)']",€49.00,https://www.consciousthelabel.com/product-page/nala-bottom-black-white,"https://static.wixstatic.com/media/23ca9c_8ae12bb1fa3a4d3c82235d8bba828294~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/23ca9c_8ae12bb1fa3a4d3c82235d8bba828294~mv2.jpg",conscious-swimwear,Nala bikini bottom is the perfect tan friend with its minimalist shape. Adjustable waist. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.Model wears a size small 
NOAH WHITE SPOTTED,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large']",€52.00,https://www.consciousthelabel.com/product-page/noah-black-white,"https://static.wixstatic.com/media/6733fb_7fd985c043ea41c28e02a4bb0da4680b~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_7fd985c043ea41c28e02a4bb0da4680b~mv2.jpg",conscious-swimwear,"Perfectly designed to fit your body like no other, our Noah bottoms have a classic inspired Brazilian minimalist shape. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.Model 1 wears a size small "
SAINT WHITE SPOTTED,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large']",€55.00,https://www.consciousthelabel.com/product-page/saint-black-white,"https://static.wixstatic.com/media/6733fb_9f7e3ad667ca43698626b5b0571822e5~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_9f7e3ad667ca43698626b5b0571822e5~mv2.jpg",conscious-swimwear,"Saint bikini bottom is for the ones who love the elegance of a high waist but don't want to give up on a cute little back as well. For perfect belly tanning, you can fold them when lying down at the beach. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.Model wears a size small "
DIXIE WHITE SPOTTED,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium (PRE-ORDER ships between 21-25 May)', 'Large (PRE-ORDER ships between 21-25 May)']",€55.00,https://www.consciousthelabel.com/product-page/dixie-white-spotted,"https://static.wixstatic.com/media/6733fb_35b0999a13814164b9dc8fdad215615b~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_35b0999a13814164b9dc8fdad215615b~mv2.jpg",conscious-swimwear,"Dixie is our classic shape bikini bottom, offering a little extra coverage compared to our other bottoms. All edges are sewn with elastic to keep it in the right place from sunrise to sunset.  Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.Model wears a size small "
KAYA BLACK & WHITE,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large']",€59.00,https://www.consciousthelabel.com/product-page/kaya-black-white-1,"https://static.wixstatic.com/media/6733fb_4e3a218610f041559aa671ee5efc8e0f~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_4e3a218610f041559aa671ee5efc8e0f~mv2.jpg",conscious-swimwear,"Kaya bikini top is the next level of basics. Great for the one who needs a very natural push-up effect.  Adjustable back, and you can also wear it tied up behind your neck. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.   "
ZOE BLACK & WHITE,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large']",€59.00,https://www.consciousthelabel.com/product-page/zoe-black-and-white,"https://static.wixstatic.com/media/6733fb_8c42f591780843c695e184f0fd8e7edb~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_8c42f591780843c695e184f0fd8e7edb~mv2.jpg",conscious-swimwear,"Zoe bikini top has the perfect high cut – your best friend if you’re looking for something practical with support. With adjustable straps, you will be able to fit it perfectly into your body. Made of 78% recycled plastic and 22% elastane and ethically produced in our Lisbon atelier. Sustainable packaged.     "
TRIANGLE BLACK & WHITE,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large']",€55.00,https://www.consciousthelabel.com/product-page/triangle-black-white-1,"https://static.wixstatic.com/media/6733fb_bdd0b84349a04f55aee44126f1df1fd8~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_bdd0b84349a04f55aee44126f1df1fd8~mv2.jpg",conscious-swimwear,"Triangle bikini top is your go-to essential for summer. It works great for every body type, and its minimalist shape is a tan best friend. Adjustable straps & back, and you can also wear it tied up behind your neck. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.   "
NALA BLACK & WHITE,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large']",€49.00,https://www.consciousthelabel.com/product-page/nala-black-white,"https://static.wixstatic.com/media/6733fb_28b3264649274c25a85d8247bf1c9100~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_28b3264649274c25a85d8247bf1c9100~mv2.jpg",conscious-swimwear,Nala bikini bottom is the perfect tan friend with its minimalist shape. Adjustable waist. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.   
NOAH BLACK & WHITE,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large']",€52.00,https://www.consciousthelabel.com/product-page/noah-black-white-1,"https://static.wixstatic.com/media/6733fb_71c3156514944fa49207ad0fb5b62598~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_71c3156514944fa49207ad0fb5b62598~mv2.jpg",conscious-swimwear,"Perfectly designed to fit your body like no other, our Noah bottoms have a classic inspired Brazilian minimalist shape. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.   "
SAINT BLACK & WHITE,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large']",€55.00,https://www.consciousthelabel.com/product-page/saint-black-white-1,"https://static.wixstatic.com/media/6733fb_6b854eda09514f6d977ee76520b59c98~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_6b854eda09514f6d977ee76520b59c98~mv2.jpg",conscious-swimwear,"Saint bikini bottom is for the ones who love the elegance of a high waist but don't want to give up on a cute little back as well. For perfect belly tanning, you can fold them when lying down at the beach. Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.Model wears a size small "
DIXIE BLACK & WHITE,"['78% recycled plastic', '22% elastane']",,"['Small', 'Medium', 'Large']",€55.00,https://www.consciousthelabel.com/product-page/dixie-black-and-white,"https://static.wixstatic.com/media/6733fb_4882ff246aa94849bc9ddbb800018e11~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_4882ff246aa94849bc9ddbb800018e11~mv2.jpg",conscious-swimwear,"Dixie is our classic shape bikini bottom, offering a little extra coverage compared to our other bottoms. All edges are sewn with elastic to keep it in the right place from sunrise to sunset.  Made of 78% recycled plastic and 22% elastane. Ethically produced in our Lisbon atelier and sustainable packaged.Model wears a size small "
UNDYED TOWELLING SWEATSHIRT,['100% organic cotton'],,"['Small (PRE-ORDER ships between 21-25 May)', 'Medium (PRE-ORDER ships between 21-25 May)', 'Large (PRE-ORDER ships between 21-25 May)']",€80.00,https://www.consciousthelabel.com/product-page/undyed-toweling-sweatshirt,"https://static.wixstatic.com/media/6733fb_2493db928fe24bed8cf006588a67e9f1~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_2493db928fe24bed8cf006588a67e9f1~mv2.jpg",conscious-swimwear,"Oversized, lightweight, and undyed sweater made of 100% organic cotton. The undyed collection is more than a way to avoid waste (dyeing cotton has more impact than dyeing any other fabric). It is a link to authenticity expressed in the minimalist but timeless aesthetic of unprocessed cotton. An estimated 8,000 synthetic chemicals are used to bleach, treat, and brighten clothes, with 17% to 20% of industrial water pollution resulting from fabric dyes and textile finishings. Using this fabric saves 80 liters of water per kilogram of jersey fabric produced. Sustainable packaged.   "
UNDYED TOWELLING SHORTS,['100% organic cotton'],,"['Small (PRE-ORDER ships between 21-25 May)', 'Medium (PRE-ORDER ships between 21-25 May)', 'Large (PRE-ORDER ships between 21-25 May)']",€59.00,https://www.consciousthelabel.com/product-page/undyed-towelling-shorts,"https://static.wixstatic.com/media/6733fb_2acdd50b202c4a31a1f87d2105203096~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_2acdd50b202c4a31a1f87d2105203096~mv2.jpg",conscious-swimwear,"Lightweight and undyed towelling shorts made of 100% organic cotton. The undyed collection is more than a way to avoid waste (dyeing cotton has more impact than dyeing any other fabric). It is a link to authenticity expressed in the minimalist but timeless aesthetic of unprocessed cotton. An estimated 8,000 synthetic chemicals are used to bleach, treat, and brighten clothes, with 17% to 20% of industrial water pollution resulting from fabric dyes and textile finishings. Using this fabric saves 80 liters of water per kilogram of jersey fabric produced. Sustainable packaged. "
UNDYED T-SHIRT,['100% organic cotton'],,"['Small (PRE-ORDER ships between 21-25 May)', 'Medium (PRE-ORDER ships between 21-25 May)', 'Large (PRE-ORDER ships between 21-25 May)']",€39.00,https://www.consciousthelabel.com/product-page/organic-cotton-tshirt,"https://static.wixstatic.com/media/6733fb_ed0b74169b594f7d9b98c65f4b6e2461~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_ed0b74169b594f7d9b98c65f4b6e2461~mv2.jpg",conscious-swimwear,"Oversized undyed t-shirt made of 100% organic cotton. The undyed collection is more than a way to avoid waste (dyeing cotton has more impact than dyeing any other fabric). It is a link to authenticity expressed in the minimalist but timeless aesthetic of unprocessed cotton. An estimated 8,000 synthetic chemicals are used to bleach, treat, and brighten clothes, with 17% to 20% of industrial water pollution resulting from fabric dyes and textile finishings. Using this fabric saves 80 liters of water per kilogram of jersey fabric produced. Sustainable packaged.   "
ORGANIC COTTON SWEATSHIRT IN MOCCA,['100% organic cotton'],,[],€80.00,https://www.consciousthelabel.com/product-page/organic-cotton-sweatshirt-in-mocca-1,"https://static.wixstatic.com/media/6733fb_a8c1b52b9a9f4ec79ec928d2f5322d32~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_a8c1b52b9a9f4ec79ec928d2f5322d32~mv2.jpg",conscious-swimwear,Oversized lightweight sweater made of 100% organic cotton. Sustainable packaged.   
ORGANIC COTTON TRACKPANTS IN MOCCA,['100% organic cotton'],,"['Small (PRE-ORDER ships between 21-25 May)', 'Medium (PRE-ORDER ships between 21-25 May)', 'Large (PRE-ORDER ships between 21-25 May)']",€69.00,https://www.consciousthelabel.com/product-page/organic-cotton-trackpants-in-mocca-1,"https://static.wixstatic.com/media/6733fb_b91b6c6081b94e9db9b1c5bad3cfdd39~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_b91b6c6081b94e9db9b1c5bad3cfdd39~mv2.jpg",conscious-swimwear,Oversized lightweight trackpants made of 100% organic cotton. Sustainable packaged.   
ORGANIC COTTON SHORTS IN MOCCA,['100% organic cotton'],,"['Small (PRE-ORDER ships between 21-25 May)', 'Medium (PRE-ORDER ships between 21-25 May)', 'Large (PRE-ORDER ships between 21-25 May)']",€59.00,https://www.consciousthelabel.com/product-page/organic-cotton-shorts-in-mocca,"https://static.wixstatic.com/media/6733fb_cbcc8d33aca04a47b04f8c99c111a7c2~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_cbcc8d33aca04a47b04f8c99c111a7c2~mv2.jpg",conscious-swimwear,Lightweight shorts made of 100% organic cotton. Sustainable packaged.   
ORGANIC COTTON CAP,['100% organic cotton'],,['One Size (PRE-ORDER ships between 21-25 May)'],€35.00,https://www.consciousthelabel.com/product-page/organic-cotton-cap,"https://static.wixstatic.com/media/6733fb_64391547a8d141a4ae67a2f169fa52a6~mv2.jpg/v1/fill/w_1500,h_1018,al_c,q_85/6733fb_64391547a8d141a4ae67a2f169fa52a6~mv2.jpg",conscious-swimwear,100% organic cotton adjustable cap. 
