20211119zaraBg Ct Jckt 07,tex_wool_40,Shell,53%
20211119zaraEmbrdrLngT-Shrt07,tex_elas_10,Secondary fabric,3%
20211119zaraCrgPnt07,tex_cott_6,Shell,100%
20211119zaraShrlngCt07,tex_wool_40,Shell,68%
20211119zaraShrlngCt07,tex_nylo_20,Shell,18%
20211119zaraShrlngCt07,tex_poly_25,Shell,14%
20211119zaraShrlngCt07,tex_cott_6,Secondary fabric,100%
20211119zaraShrlngCt07,tex_poly_25,Lining,100%
20211119zaraShrlngCt07,tex_poly_25,Padding,100%
20211119zaraShrpFr07,tex_poly_25,Shell,80%
20211119zaraShrpFr07,tex_acry_1,Shell,20%
20211119zaraShrpFr07,tex_nylo_20,Secondary fabric,100%
20211119zaraShrpFr07,tex_nylo_20,Lining,100%
20211119zaraShrpFr07,tex_poly_25,Padding,100%
20211119zaraShrt07,tex_cott_6,Shell,100%
20211119zaraPtchKnt07,tex_wool_40,Shell,100%
20211119zaraClttPnt07,tex_cott_6,Shell,100%
20211119zaraHddSwtr07,tex_wool_40,Shell,100%
20211119zaraMltStrpT-Shrt07,tex_cott_6,Shell,100%
20211119zaraStrpT-Shrt07,tex_cott_6,Shell,100%
20211119zaraShrlngCt07,tex_poly_25,Shell,100%
20211119zaraShrlngCt07,tex_acry_1,Secondary fabric,5%
20211119zaraShrlngCt07,tex_poly_25,Secondary fabric,49%
20211119zaraShrlngCt07,tex_nylo_20,Secondary fabric,4%
20211119zaraShrlngCt07,tex_visc_36,Secondary fabric,4%
20211119zaraShrlngCt07,tex_cott_6,Secondary fabric,4%
20211119zaraShrlngCt07,tex_wool_40,Secondary fabric,34%
20211119zaraShrlngCt07,tex_poly_25,Lining,100%
20211119zaraShrngMxPffr07,tex_poly_25,Shell,100%
20211119zaraShrngMxPffr07,tex_nylo_20,Secondary fabric,100%
20211119zaraShrngMxPffr07,tex_poly_25,Lining,100%
20211119zaraShrngMxPffr07,tex_poly_25,Padding,100%
20211119zaraBscT-Shrt07,tex_visc_36,Shell,85%
20211119zaraBscT-Shrt07,tex_wool_40,Shell,15%
20211119zaraPrntSkrt07,tex_cott_6,Shell,100%
20211119zaraDrss07,tex_lyoc_15,Shell,100%
20211119zaraPtchwrkPffr07,tex_poly_25,Other,100%
20211119zaraPtchwrkPffr07,tex_wool_40,Shell,57%
20211119zaraPtchwrkPffr07,tex_poly_25,Shell,42%
20211119zaraPtchwrkPffr07,tex_nylo_20,Shell,1%
20211119zaraPtchwrkPffr07,tex_nylo_20,All,100%
20211119zaraPtchwrkPffr07,tex_poly_25,Lining,100%
20211119zaraPtchwrkPffr07,tex_poly_25,Padding,100%
20211119zaraPnt07,tex_cott_6,Shell,96%
20211119zaraPnt07,tex_elas_10,Shell,4%
20211119zaraTckStrpsSwtr07,tex_wool_40,Shell,100%
20211119zaraMdSkrt07,tex_cott_6,Shell,100%
20211119zaraJmpst07,tex_cott_6,Shell,100%
20211119zaraBscT-Shrt07,tex_cott_6,Shell,100%
20211119zaraCcKnt07,tex_wool_40,Shell,100%
20211119zaraTrClrBmbr07,tex_poly_25,Shell,100%
20211119zaraTrClrBmbr07,tex_poly_25,All,65%
20211119zaraTrClrBmbr07,tex_cott_6,All,35%
20211119zaraTrClrBmbr07,tex_poly_25,Sleeve,100%
20211119zaraTrClrBmbr07,tex_poly_25,Padding,100%
20211119zaraPnt07,tex_cott_6,Shell,98%
20211119zaraPnt07,tex_elas_10,Shell,2%
20211119zaraTpShrt07,tex_lyoc_15,Shell,100%
20211119zaraMxVst07,tex_nylo_20,Shell,100%
20211119zaraMxVst07,tex_poly_25,Secondary fabric,85%
20211119zaraMxVst07,tex_acry_1,Secondary fabric,15%
20211119zaraMxVst07,tex_poly_25,Lining,100%
20211119zaraMxVst07,tex_poly_25,Padding,100%
20211119zaraCmbdDrss07,tex_cott_6,Shell,70%
20211119zaraCmbdDrss07,tex_wool_40,Shell,30%
20211119zaraCmbdDrss07,tex_visc_36,Secondary fabric,100%
20211119zaraCrwNckSwtr07,tex_wool_40,Shell,50%
20211119zaraCrwNckSwtr07,tex_acry_1,Shell,50%
20211119zaraCmbd07,tex_cott_6,Shell,100%
20211119zaraTrnch07,tex_cott_6,Shell,100%
20211119zaraTrnch07,tex_poly_25,Shell,65%
20211119zaraTrnch07,tex_cott_6,Shell,35%
20211119zaraTrnch07,tex_poly_25,Secondary fabric,100%
20211119zaraTrnch07,tex_poly_25,Padding,100%
20211119zaraPrntPnt07,tex_cott_6,Shell,98%
20211119zaraPrntPnt07,tex_elas_10,Shell,2%
20211119zaraPtchwkDrss07,tex_wool_40,Shell,80%
20211119zaraPtchwkDrss07,tex_nylo_20,Shell,20%
20211119zaraPtchwrkKnt07,tex_wool_40,Shell,80%
20211119zaraPtchwrkKnt07,tex_nylo_20,Shell,20%
20211119zaraBscSwtr07,other,Shell,100%
20211119zaraHdySwtr07,other,Shell,100%
20211119zaraWfflTShrt07,tex_cott_6,Shell,100%
20211119zaraWfflTShrt07,tex_cott_6,Secondary fabric,98%
20211119zaraWfflTShrt07,tex_elas_10,Secondary fabric,2%
20211119zaraSwtr04,tex_cott_6,Shell,100%
20211119zaraBsLngSlv05,tex_cott_6,Shell,100%
20211119zaraTt7Srpls,tex_nylo_20,Shell,100%
20211119zaraTt7Srpls,tex_poly_25,Secondary fabric,100%
20211119zaraTt7Srpls,tex_nylo_20,Lining,100%
20211119zaraWpck7Srpls,tex_poly_25,Shell,100%
20211119zaraWpck7Srpls,tex_poly_25,Lining,60%
20211119zaraWpck7Srpls,tex_cott_6,Lining,40%
20211119zaraWpck7Srpls,tex_poly_25,Shell,100%
20211119zaraWpck7Srpls,tex_poly_25,Lining,60%
20211119zaraWpck7Srpls,tex_cott_6,Lining,40%
20211119zaraWstBg7Srpls,tex_nylo_20,Shell,100%
20211119zaraWstBg7Srpls,tex_poly_25,Strap,100%
20211119zaraWstBg7Srpls,tex_poly_25,Lining,60%
20211119zaraWstBg7Srpls,tex_cott_6,Lining,40%
20211119zaraPch7Srpls,tex_nylo_20,Shell,100%
20211119zaraPch7Srpls,tex_poly_25,Strap,100%
20211119zaraPch7Srpls,tex_nylo_20,Lining,100%
20211119zaraSnkr7Srpls,tex_poly_25,Upper,70%
20211119zaraSnkr7Srpls,tex_poly_33,Upper,14%
20211119zaraSnkr7Srpls,rub_typi_96,Upper,10%
20211119zaraSnkr7Srpls,lea_cow _42,Upper,6%
20211119zaraSnkr7Srpls,tex_poly_25,Lining,100%
20211119zaraSnkr7Srpls,rub_typi_96,Sole,100%
20211119zaraSnkr7Srpls,tex_poly_25,Lining and Insole,100%
20211119zaraSnkr7Srpls,tex_poly_25,Tongue,100%
20211119zaraRnnr7Srpls,lea_cow _42,Upper,93%
20211119zaraRnnr7Srpls,rub_typi_96,Upper,7%
20211119zaraRnnr7Srpls,tex_poly_25,Lining,100%
20211119zaraRnnr7Srpls,pla_ther_67,Sole,100%
20211119zaraRnnr7Srpls,tex_poly_25,Lining and Insole,100%
20211119zaraRnnr7Srpls,lea_cow _42,Tongue,100%
20211119zaraCmbdDrss07,tex_acry_1,Shell,50%
20211119zaraCmbdDrss07,tex_cott_6,Shell,50%
20211119zaraCmbdDrss07,tex_visc_36,Secondary fabric,62%
20211119zaraCmbdDrss07,tex_cott_6,Secondary fabric,38%
20211119zaraCmbdDrss07,tex_visc_36,Lining,100%
20211119zaraBsLngSlv05,tex_visc_36,Shell,88%
20211119zaraBsLngSlv05,tex_wool_40,Shell,12%
20211119zaraSwtr05,tex_cott_6,Shell,100%
20211119zaraFrBt7Srpls,lea_cow _42,Upper,100%
20211119zaraFrBt7Srpls,tex_poly_25,Lining,100%
20211119zaraFrBt7Srpls,pla_ther_67,Sole,100%
20211119zaraFrBt7Srpls,lea_cow _42,Lining and Insole,100%
20211119zaraAccessories07,other,Shell,99%
20211119zaraAccessories07,other,Shell,1%
20211119zaraSrplsXFujiCmr1,pla_poly_52,Shell,62%
20211119zaraSrplsXFujiCmr1,pla_acry_47,Shell,20%
20211119zaraSrplsXFujiCmr1,pla_poly_59,Shell,15%
20211119zaraSrplsXFujiCmr1,other,Shell,3%
20211119zaraAccessories07,met_bras_70,Shell,99%
20211119zaraAccessories07,other,Shell,1%
20211119zaraAccessories07,met_bras_70,Shell,99%
20211119zaraAccessories07,other,Shell,1%
20211119zaraAccessories07,other,Shell,99%
20211119zaraAccessories07,met_bras_70,Shell,1%
20211119zaraAccessories07,met_bras_70,Shell,99%
20211119zaraAccessories07,other,Shell,1%
20211119zaraAccessories07,met_bras_70,Shell,99%
20211119zaraAccessories07,other,Shell,1%
20211119zaraAccessories07,met_bras_70,Shell,72%
20211119zaraAccessories07,other,Shell,27%
20211119zaraAccessories07,other,Shell,1%
20211119zaraAccessories07,met_iron_74,Shell,50%
20211119zaraAccessories07,met_bras_70,Shell,40%
20211119zaraAccessories07,met_zinc_82,Shell,10%
20211119zaraAccessories07,met_bras_70,Shell,90%
20211119zaraAccessories07,met_zinc_82,Shell,10%
20211119zaraAccessories07,met_bras_70,Shell,85%
20211119zaraAccessories07,other,Shell,14%
20211119zaraAccessories07,other,Shell,1%
20211119zaraSck07,tex_wool_40,Shell,80%
20211119zaraSck07,other,Shell,20%
20211119zaraAccessories07,met_bras_70,Shell,72%
20211119zaraAccessories07,other,Shell,27%
20211119zaraAccessories07,other,Shell,1%
20211119zaraScrf05,tex_wool_40,Shell,67%
20211119zaraScrf05,tex_nylo_20,Shell,33%
20211119zaraAccessories07,met_iron_74,Shell,50%
20211119zaraAccessories07,met_bras_70,Shell,40%
20211119zaraAccessories07,met_zinc_82,Shell,10%
20211119zaraAccessories07,met_iron_74,Shell,95%
20211119zaraAccessories07,met_bras_70,Shell,5%
20211119zaraAccessories07,met_iron_74,Shell,100%
20211119zaraAccessories07,met_bras_70,Shell,100%
20211119zaraAccessories07,met_bras_70,Shell,100%
20211119zaraBlt07,lea_cow _42,Shell,100%
20211119zaraScks06,tex_cott_6,Shell,93%
20211119zaraScks06,tex_nylo_20,Shell,6%
20211119zaraScks06,tex_elas_10,Shell,1%
20211119zaraScks07,tex_wool_40,Shell,80%
20211119zaraScks07,other,Shell,20%
20211119zaraAccessories05,other,Shell,100%
20211119zaraAccessories05,other,Shell,99%
20211119zaraAccessories05,other,Shell,1%
20211119zaraBlt07,met_iron_74,Embellishment,50%
20211119zaraBlt07,other,Embellishment,50%
20211119zaraBlt07,lea_cow _42,Shell,100%
20211119zaraKntHt05,tex_wool_40,Shell,100%
20211119zaraScks05,tex_wool_40,Shell,80%
20211119zaraScks05,other,Shell,20%
20211119zaraHt07,tex_wool_40,Shell,100%
20211119zaraBclrHt07,tex_wool_40,Shell,70%
20211119zaraBclrHt07,tex_nylo_20,Shell,25%
20211119zaraBclrHt07,other,Shell,5%
20211119zaraScks07,tex_wool_40,Shell,70%
20211119zaraScks07,tex_nylo_20,Shell,25%
20211119zaraScks07,other,Shell,5%
20211119zaraScks07,tex_wool_40,Shell,70%
20211119zaraScks07,tex_nylo_20,Shell,25%
20211119zaraScks07,other,Shell,5%
20211119zaraScks07,tex_cott_6,Shell,85%
20211119zaraScks07,tex_nylo_20,Shell,14%
20211119zaraScks07,tex_elas_10,Shell,1%
20211119zaraVelvetDress,tex_poly_25,Shell,97%
20211119zaraVelvetDress,tex_elas_10,Shell,3%
20211119zaraVelvetDress,tex_poly_25,Lining,100%
20211119zaraDrapedSequinDress,tex_poly_25,Shell,75%
20211119zaraDrapedSequinDress,other,Shell,25%
20211119zaraDrapedSequinDress,tex_poly_25,Lining,100%
20211119zaraSequinKnottedTop,tex_poly_25,Shell,66%
20211119zaraSequinKnottedTop,other,Shell,34%
20211119zaraSequinKnottedTop,tex_poly_25,Lining,100%
20211203zaraBgCtJckt07,tex_wool_40,Shell,53%
20211203zaraBgCtJckt07,tex_poly_25,Shell,29%
20211203zaraBgCtJckt07,tex_nylo_20,Shell,11%
20211203zaraBgCtJckt07,other,Shell,7%
20211203zaraCblsDrss07,tex_acry_1,Shell,72%
20211203zaraCblsDrss07,tex_wool_40,Shell,20%
20211203zaraCblsDrss07,tex_nylo_20,Shell,8%
20211203zaraCrpKnt07,tex_wool_40,Shell,100%
20211203zaraMltrTrsr07,tex_cott_6,Shell,100%
20211203zaraMltrDrss07,tex_cott_6,Shell,99%
20211203zaraMltrDrss07,tex_elas_10,Shell,1%
20211203zaraCcnKnt07,tex_wool_40,Shell,100%
20211203zaraMxShrlngBkr07,tex_poly_25,Shell,55%
20211203zaraMxShrlngBkr07,tex_wool_40,Shell,45%
20211203zaraMxShrlngBkr07,tex_poly_25,Secondary fabric,100%
20211203zaraMxShrlngBkr07,tex_visc_36,Lining,100%
20211203zaraMxShrlngVst07,tex_poly_25,Shell,66%
20211203zaraMxShrlngVst07,tex_wool_40,Shell,30%
20211203zaraMxShrlngVst07,tex_acry_1,Shell,2%
20211203zaraMxShrlngVst07,tex_nylo_20,Shell,2%
20211203zaraMxShrlngVst07,tex_nylo_20,Secondary fabric,8%
20211203zaraMxShrlngVst07,tex_poly_25,Secondary fabric,44%
20211203zaraMxShrlngVst07,tex_wool_40,Secondary fabric,44%
20211203zaraMxShrlngVst07,tex_acry_1,Secondary fabric,4%
20211203zaraMxShrlngVst07,tex_poly_25,Lining,100%
20211203zaraMxShrlngPrkr07,tex_poly_25,Shell,100%
20211203zaraMxShrlngPrkr07,tex_cott_6,Secondary fabric,100%
20211203zaraMxShrlngPrkr07,tex_poly_25,Lining,100%
20211203zaraMxShrlngPrkr07,tex_poly_25,Padding,100%
20211203zaraLthrDrss07,tex_visc_36,Shell,70%
20211203zaraLthrDrss07,tex_wool_40,Shell,30%
20211203zaraCblsSwtr07,tex_acry_1,Shell,72%
20211203zaraCblsSwtr07,tex_wool_40,Shell,20%
20211203zaraCblsSwtr07,tex_nylo_20,Shell,8%
20211203zaraSnkTrnch07,tex_cott_6,Shell,100%
20211203zaraSnkTrnch07,tex_poly_33,Coating,100%
20211203zaraSnkTrnch07,tex_wool_40,Lining,80%
20211203zaraSnkTrnch07,tex_nylo_20,Lining,20%
20211203zaraMxShrlngPrkr07,tex_acry_1,Shell,52%
20211203zaraMxShrlngPrkr07,tex_acry_1,Shell,31%
20211203zaraMxShrlngPrkr07,tex_poly_25,Shell,17%
20211203zaraMxShrlngPrkr07,tex_poly_25,Lining,54%
20211203zaraMxShrlngPrkr07,tex_visc_36,Lining,46%
20211203zaraTnckSwtr07,tex_wool_40,Shell,100%
20211203zaraPrntDrss07,tex_visc_36,Shell,100%
20211203zaraThckDrss07,tex_visc_36,Shell,100%
20211203zaraLthrSwtr07,tex_wool_40,Shell,100%
20211203zaraLthrSwtr07,lea_cow _42,Secondary fabric,100%
20211203zaraMnSkrt07,lea_cow _42,Shell,100%
20211203zaraMnSkrt07,tex_poly_25,Lining,97%
20211203zaraMnSkrt07,tex_elas_10,Lining,3%
20211203zaraLthrDrss07,lea_cow _42,Shell,100%
20211203zaraPlnBttnsSwtr07,tex_wool_40,Shell,100%
20211203zaraPtchwrkPnt07,tex_wool_40,Shell,99%
20211203zaraPtchwrkPnt07,tex_elas_10,Shell,1%
20211203zaraPtchwrkPnt07,tex_poly_25,Secondary fabric,69%
20211203zaraPtchwrkPnt07,tex_visc_36,Secondary fabric,30%
20211203zaraPtchwrkPnt07,tex_elas_10,Secondary fabric,1%
20211203zaraKntDrss07,tex_wool_40,Shell,40%
20211203zaraKntDrss07,tex_nylo_20,Shell,30%
20211203zaraKntDrss07,tex_lyoc_15,Shell,30%
20211203zaraBmbrJckt07,tex_poly_25,Shell,52%
20211203zaraBmbrJckt07,tex_nylo_20,Shell,48%
20211203zaraBmbrJckt07,tex_poly_25,Details,98%
20211203zaraBmbrJckt07,tex_elas_10,Details,2%
20211203zaraBmbrJckt07,tex_nylo_20,Lining,100%
20211203zaraLngSlv/Bs07,tex_visc_36,Shell,85%
20211203zaraLngSlv/Bs07,tex_wool_40,Shell,15%
20211203zaraHltrTp07,tex_poly_25,Shell,100%
20211203zaraWlCngr07,tex_poly_25,Shell,65%
20211203zaraWlCngr07,tex_wool_40,Shell,32%
20211203zaraWlCngr07,tex_acry_1,Shell,2%
20211203zaraWlCngr07,tex_nylo_20,Shell,1%
20211203zaraWlCngr07,tex_poly_25,Lining,100%
20211203zaraLthrSkrt07,tex_wool_40,Shell,76%
20211203zaraLthrSkrt07,tex_visc_36,Shell,22%
20211203zaraLthrSkrt07,tex_elas_10,Shell,2%
20211203zaraLthrSkrt07,lea_cow _42,Secondary fabric,100%
20211203zaraLthrSkrt07,tex_visc_36,Lining,100%
20211203zaraHltrDrss07,tex_poly_25,Shell,100%
20211203zaraCttnSkrt07,tex_cott_6,Shell,100%
20211203zaraOvrPnt07,tex_poly_25,Shell,55%
20211203zaraOvrPnt07,tex_wool_40,Shell,45%
20211203zaraOvrPnt07,tex_visc_36,Lining,55%
20211203zaraOvrPnt07,tex_visc_36,Lining,45%
20211203zaraTnk07,tex_cott_6,All,Care
20211203zaraTnk07,tex_cott_6,Shell,96%
20211203zaraTnk07,tex_elas_10,Shell,4%
20211203zaraBlsBndlrPlSrpls,lea_cow _42,Shell,100%
20211203zaraBlsBndlrPlSrpls,tex_poly_25,Lining,100%
20211203zaraBtPlCñCdnSrpls,lea_cow _42,Upper,100%
20211203zaraBtPlCñCdnSrpls,lea_cow _42,Lining,90%
20211203zaraBtPlCñCdnSrpls,tex_poly_25,Lining,10%
20211203zaraBtPlCñCdnSrpls,rub_typi_96,Sole,100%
20211203zaraBtPlCñCdnSrpls,lea_cow _42,Lining and Insole,100%
20211203zaraBtnTcnPlSrpls,lea_cow _42,Upper,100%
20211203zaraBtnTcnPlSrpls,other,Lining,60%
20211203zaraBtnTcnPlSrpls,lea_cow _42,Lining,30%
20211203zaraBtnTcnPlSrpls,tex_poly_25,Lining,10%
20211203zaraBtnTcnPlSrpls,rub_typi_96,Sole,100%
20211203zaraBtnTcnPlSrpls,lea_cow _42,Lining and Insole,100%
20211203zaraLowHeelBuckledLeatherAnkleBootsSrpls,lea_cow _42,Upper,100%
20211203zaraLowHeelBuckledLeatherAnkleBootsSrpls,lea_cow _42,Lining,90%
20211203zaraLowHeelBuckledLeatherAnkleBootsSrpls,tex_poly_25,Lining,10%
20211203zaraLowHeelBuckledLeatherAnkleBootsSrpls,tex_poly_33,Sole,100%
20211203zaraLowHeelBuckledLeatherAnkleBootsSrpls,lea_cow _42,Lining and Insole,100%
20211203zaraLowHeelBuckledLeatherAnkleBootsSrpls,lea_cow _42,Tongue,100%
20211203zaraCblsJckt07,tex_acry_1,Shell,72%
20211203zaraCblsJckt07,tex_wool_40,Shell,20%
20211203zaraCblsJckt07,tex_nylo_20,Shell,8%
20211203zaraLthrPnt07,lea_cow _42,Shell,100%
20211203zaraLthrPnt07,tex_visc_36,Lining,100%
20211203zaraLthrSkirt07,lea_cow _42,Shell,100%
20211203zaraLthrSkirt07,tex_visc_36,Lining,100%
20211203zaraWlShrlngCt07,tex_poly_25,Shell,71%
20211203zaraWlShrlngCt07,tex_acry_1,Shell,15%
20211203zaraWlShrlngCt07,tex_wool_40,Shell,14%
20211203zaraStDrss07,tex_visc_36,Shell,100%
20211203zaraStDrss07,tex_visc_36,Lining,100%
20211203zaraPtchwkDrss07,tex_wool_40,Shell,80%
20211203zaraPtchwkDrss07,tex_nylo_20,Shell,20%
20211203zaraWlBlzer07,tex_wool_40,Shell,78%
20211203zaraWlBlzer07,tex_nylo_20,Shell,20%
20211203zaraWlBlzer07,other,Shell,2%
20211203zaraWlBlzer07,tex_visc_36,Lining,100%
20211203zaraLthrPnt07,lea_cow _42,Shell,100%
20211203zaraLthrPnt07,tex_visc_36,Lining,100%
20211203zaraOffcrMt07,tex_wool_40,Shell,100%
20211203zaraOffcrMt07,tex_wool_40,Secondary fabric,80%
20211203zaraOffcrMt07,tex_nylo_20,Secondary fabric,20%
20211203zaraOffcrMt07,tex_visc_36,Lining,100%
20211203zaraPcktPnt07,tex_poly_25,Shell,66%
20211203zaraPcktPnt07,tex_visc_36,Shell,30%
20211203zaraPcktPnt07,tex_elas_10,Shell,4%
20211203zaraPtchKnt07,tex_wool_40,Shell,100%
20211203zaraPtchwkPnch07,tex_wool_40,Shell,80%
20211203zaraPtchwkPnch07,tex_nylo_20,Shell,20%
20211203zaraPtwckSwtr07,tex_wool_40,Shell,80%
20211203zaraPtwckSwtr07,tex_nylo_20,Shell,20%
20211203zaraMxLthrSkrt07,lea_cow _42,Shell,100%
20211203zaraMxLthrSkrt07,tex_poly_25,Secondary fabric,100%
20211203zaraSwtr04,tex_cott_6,Shell,100%
